pound lobster,pound lobster,1.0
pound lobster,chocolate peanut butter,0.8009887433116327
pound lobster,lobster newberg,0.8068937766399482
pound lobster,lobster tail,0.8280020394295551
pound lobster,pound steak,0.8680699366750377
bacon fried rice anddelmonicopotatoes,bacon fried rice anddelmonicopotatoes,1.0
bacon fried rice anddelmonicopotatoes,beef short ribs,0.8107314695939466
nearblack chocolate,nearblack chocolate,1.0
nearblack chocolate,bearnaise sauce,0.8503678241520324
nearblack chocolate,cheesy cream sauce,0.8412106279372062
nearblack chocolate,mushroom sauce,0.8136543233584974
nearblack chocolate,dark chocolate mousse cake,0.8376187685757702
nearblack chocolate,chocolate peanut butter,0.84353480986867
nearblack chocolate,poivre sauce,0.8245788124122452
nearblack chocolate,beef cheek,0.8084116811819398
nearblack chocolate,chocolate mousse,0.8416351134292993
nearblack chocolate,hollandaise sauce,0.8072734868814233
nearblack chocolate,ice cream,0.8120083260473446
nearblack chocolate,truffle oil,0.8269097446564203
nearblack chocolate,chocolate hazelnut cake,0.805397918711766
nearblack chocolate,mushroom lemon sauce,0.8252486078265729
nearblack chocolate,chocolate cake,0.8212414858923323
nearblack chocolate,chocolate,0.822317897723984
nearblack chocolate,peanut butter chocolate mousse cake,0.8058020293851047
nearblack chocolate,chocolate peanut butter mousse,0.8303856764060757
nearblack chocolate,chocolate mousse cake,0.8198507165061287
nearblack chocolate,banana ice cream,0.8101200948644119
walnut cake,walnut cake,1.0
walnut cake,crab cake,0.8423697373582544
walnut cake,chocolate hazelnut cake,0.8396199670551143
walnut cake,chocolate cake,0.8515319453178676
walnut cake,sponge cake,0.8738084391037422
walnut cake,cheese cake,0.8110092441834073
sauce provided,sauce provided,1.0
shrimp,shrimp,1.0
aioli,aioli,1.0
shrimp russia,shrimp russia,1.0
lemon,lemon,1.0
lemon,butter,0.8064597214078443
lemon,lemon juice,0.8095875409729077
lemon,cane,0.8151168925796818
white,white,1.0
white,black,0.8224046296311294
potatoes,potatoes,1.0
potatoes,oysters,0.835554856562173
potatoes,spirits,0.8403984142943951
potatoes,berries,0.8387056641821906
potatoes,sauces,0.83643922751853
potatoes,bussers,0.813108710542028
potatoes,calories,0.8530566001197211
potatoes,burgers,0.8225354407749006
potatoes,meats,0.8360968845788623
potatoes,desserts,0.8314238277251025
potatoes,fries,0.8713426285084626
potatoes,peas,0.8345428675652284
potatoes,coworkers,0.824633274642592
potatoes,onions,0.8168850684402678
potatoes,lugers,0.8622591145202237
potatoes,stoeffers,0.8873740329120905
potatoes,toppings,0.8026676412575775
potatoes,tomatoes,0.8178132279336066
potatoes,peppers,0.8491035488335061
potatoes,beers,0.8198814894754258
fearless french,fearless french,1.0
& lobster newburg,& lobster newburg,1.0
& lobster newburg,lobster newburg,0.8522487751254854
black vests,black vests,1.0
black vests,french fries,0.8484931512183536
black vests,black shirts,0.9393959851133489
black vests,short ribs,0.8316472378613267
black vests,wild mushrooms,0.8676460252664714
black vests,white males,0.8146760837298672
rib eye and,rib eye and,1.0
rib eye and,rib eye steak,0.8201203611440773
rib eye and,rib eye,0.8758773203012148
cremini,cremini,1.0
cremini,calories,0.8314127998446057
cremini,onions,0.8080028385157386
cremini,lugers,0.8308085255212971
cremini,charles,0.8361824991225235
panna cotta,panna cotta,1.0
soup,soup,1.0
soup,onion,0.8063398134506904
soup,group,0.821964956133694
salad,salad,1.0
lentil soup,lentil soup,1.0
filet anddelmonicosteak,filet anddelmonicosteak,1.0
filet anddelmonicosteak,classic steak supplement,0.8285386409228516
filet anddelmonicosteak,filet mignon anddelmonicosteak,0.8989750212618249
sauce,sauce,1.0
fruit,fruit,1.0
burnt,burnt,1.0
burnt,buried,0.8848672133306714
burnt,overcooked,0.8506983289592528
burnt,coupled,0.8469051510665114
burnt,bestowed,0.8729198676800456
burnt,toasted,0.8540289902123338
oysters,potatoes,0.835554856562173
oysters,oysters,1.0
oysters,spirits,0.8336419107112566
oysters,berries,0.8638608607883005
oysters,sauces,0.8297349052835284
oysters,shirts,0.8394019060109938
oysters,cocktails,0.8140433162220478
oysters,bussers,0.880987929461611
oysters,pieces,0.8697114910413891
oysters,calories,0.8372526680701614
oysters,burgers,0.8756030804572088
oysters,chips,0.8498995026999098
oysters,meats,0.8184449648118314
oysters,beets,0.8172323526107257
oysters,desserts,0.8501809325808118
oysters,fries,0.8798634046388446
oysters,coworkers,0.8440397595075991
oysters,onions,0.8008107700648581
oysters,cappuccinos,0.8462250440659477
oysters,lugers,0.8581141033174866
oysters,others,0.8449189870153005
oysters,stoeffers,0.8181943190971617
oysters,toppings,0.8430346336345247
oysters,peppers,0.8662331712309413
oysters,beers,0.8569429716962971
roasted carrots,roasted carrots,1.0
roasted carrots,roasted vegetables,0.8965363162345826
roasted carrots,whipped potatoes,0.8065712666588767
bearnaise sauce,nearblack chocolate,0.8503678241520324
bearnaise sauce,bearnaise sauce,1.0
bearnaise sauce,farm beef cheek,0.8198770186525542
bearnaise sauce,cheesy cream sauce,0.8607008300937017
bearnaise sauce,mushroom sauce,0.8708854026480132
bearnaise sauce,dark chocolate mousse cake,0.8053451689494181
bearnaise sauce,poivre sauce,0.8696405907158842
bearnaise sauce,beef cheek,0.8312027160669756
bearnaise sauce,hollandaise sauce,0.8619320612029768
bearnaise sauce,passion fruit sauce,0.8184327591394429
bearnaise sauce,steak sauce,0.8071566270999345
bearnaise sauce,mushroom lemon sauce,0.8565979542087762
bearnaise sauce,chocolate peanut butter mousse,0.8071134121546006
asparagus,asparagus,1.0
mignon,mignon,1.0
crispy alebattered onion rings,crispy alebattered onion rings,1.0
crispy alebattered onion rings,delmonico salad candied walnuts,0.8049318623508068
crispy alebattered onion rings,fried onion garnish,0.8101950370670016
tomato salad,tomato salad,1.0
tomato salad,potato salad,0.8271682547245407
tomato salad,burrata salad,0.8073901104397871
foie gras,foie gras,1.0
creme,creme,1.0
journey,journey,1.0
journey,crunchy,0.8044148799740696
cheek & bone,cheek & bone,1.0
craft beers,craft beers,1.0
craft beers,oil paintings,0.8047963716744491
craft beers,crab cakes,0.8511242317069919
craft beers,mash potatoes,0.8191058403294693
craft beers,burger beers,0.8624915233435606
craft beers,crispy oysters,0.8004501732821369
craft beers,lamb chops,0.8405092568774771
baked broccoli,baked broccoli,1.0
baked broccoli,grilled broccoli,0.8200716176313043
baked broccoli,classic baked,0.8225691540363388
grilled broccoli,baked broccoli,0.8200716176313043
grilled broccoli,grilled broccoli,1.0
grilled broccoli,grilled asparagus,0.8672912678545242
spirits,potatoes,0.8403984142943951
spirits,oysters,0.8336419107112566
spirits,spirits,1.0
spirits,berries,0.8095568935964675
spirits,sauces,0.8555492652024529
spirits,steaks,0.8298203714848166
spirits,shirts,0.862224010972035
spirits,carrots,0.843493734612857
spirits,bussers,0.8250609305488019
spirits,pieces,0.8004810394198524
spirits,calories,0.8286021495401369
spirits,burgers,0.8116242992581434
spirits,meats,0.8483018429240845
spirits,beets,0.8243118189815734
spirits,desserts,0.8289703034786892
spirits,fries,0.8854393919175575
spirits,coworkers,0.803110299522794
spirits,onions,0.8369255934656042
spirits,lugers,0.8635148984009224
spirits,others,0.8291822934238073
spirits,stoeffers,0.8259262185988979
spirits,toppings,0.8274764124663517
spirits,peppers,0.8394241069094148
spirits,beers,0.8322096975374276
eggs benedict,eggs benedict,1.0
prime,prime,1.0
farm beef cheek,bearnaise sauce,0.8198770186525542
farm beef cheek,farm beef cheek,1.0
